รหัส ISBN (ชื่อเรื่อง),รหัสบาร์โค้ดประจำเล่ม (Copy ID),ชื่อหนังสือ (Book Title),หมายเลขเล่ม,ผู้แต่ง (Author),ราคาปก (บาท),หมวดหมู่หลัก,หมวดหมู่อย่อย,ชั้นวาง (Shelf),สถานะ (Status)
B510103008,B510103008-C05,Spy x Family เล่ม 8,เล่มที่ 5,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103009,B510103009-C01,Spy x Family เล่ม 9,เล่มที่ 1,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103009,B510103009-C02,Spy x Family เล่ม 9,เล่มที่ 2,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103009,B510103009-C03,Spy x Family เล่ม 9,เล่มที่ 3,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103009,B510103009-C04,Spy x Family เล่ม 9,เล่มที่ 4,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103009,B510103009-C05,Spy x Family เล่ม 9,เล่มที่ 5,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103010,B510103010-C01,Spy x Family เล่ม 10,เล่มที่ 1,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103010,B510103010-C02,Spy x Family เล่ม 10,เล่มที่ 2,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103010,B510103010-C03,Spy x Family เล่ม 10,เล่มที่ 3,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103010,B510103010-C04,Spy x Family เล่ม 10,เล่มที่ 4,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103010,B510103010-C05,Spy x Family เล่ม 10,เล่มที่ 5,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103011,B510103011-C01,Spy x Family เล่ม 11,เล่มที่ 1,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103011,B510103011-C02,Spy x Family เล่ม 11,เล่มที่ 2,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103011,B510103011-C03,Spy x Family เล่ม 11,เล่มที่ 3,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103011,B510103011-C04,Spy x Family เล่ม 11,เล่มที่ 4,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103011,B510103011-C05,Spy x Family เล่ม 11,เล่มที่ 5,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103012,B510103012-C01,Spy x Family เล่ม 12,เล่มที่ 1,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103012,B510103012-C02,Spy x Family เล่ม 12,เล่มที่ 2,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103012,B510103012-C03,Spy x Family เล่ม 12,เล่มที่ 3,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103012,B510103012-C04,Spy x Family เล่ม 12,เล่มที่ 4,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103012,B510103012-C05,Spy x Family เล่ม 12,เล่มที่ 5,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103013,B510103013-C01,Spy x Family เล่ม 13,เล่มที่ 1,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103013,B510103013-C02,Spy x Family เล่ม 13,เล่มที่ 2,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103013,B510103013-C03,Spy x Family เล่ม 13,เล่มที่ 3,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103013,B510103013-C04,Spy x Family เล่ม 13,เล่มที่ 4,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103013,B510103013-C05,Spy x Family เล่ม 13,เล่มที่ 5,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103014,B510103014-C01,Spy x Family เล่ม 14,เล่มที่ 1,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103014,B510103014-C02,Spy x Family เล่ม 14,เล่มที่ 2,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103014,B510103014-C03,Spy x Family เล่ม 14,เล่มที่ 3,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103014,B510103014-C04,Spy x Family เล่ม 14,เล่มที่ 4,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103014,B510103014-C05,Spy x Family เล่ม 14,เล่มที่ 5,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103015,B510103015-C01,Spy x Family เล่ม 15,เล่มที่ 1,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103015,B510103015-C02,Spy x Family เล่ม 15,เล่มที่ 2,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103015,B510103015-C03,Spy x Family เล่ม 15,เล่มที่ 3,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103015,B510103015-C04,Spy x Family เล่ม 15,เล่มที่ 4,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103015,B510103015-C05,Spy x Family เล่ม 15,เล่มที่ 5,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103016,B510103016-C01,Spy x Family เล่ม 16,เล่มที่ 1,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103016,B510103016-C02,Spy x Family เล่ม 16,เล่มที่ 2,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103016,B510103016-C03,Spy x Family เล่ม 16,เล่มที่ 3,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103016,B510103016-C04,Spy x Family เล่ม 16,เล่มที่ 4,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B510103016,B510103016-C05,Spy x Family เล่ม 16,เล่มที่ 5,Tatsuya Endo,95.00,1,3,A-06,ว่าง (อยู่บนชั้น)
B520103001,B520103001-C01,ไม่อยากถ้ายาก เล่ม 1,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103001,B520103001-C02,ไม่อยากถ้ายาก เล่ม 1,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103001,B520103001-C03,ไม่อยากถ้ายาก เล่ม 1,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103001,B520103001-C04,ไม่อยากถ้ายาก เล่ม 1,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103001,B520103001-C05,ไม่อยากถ้ายาก เล่ม 1,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103002,B520103002-C01,ไม่อยากถ้ายาก เล่ม 2,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103002,B520103002-C02,ไม่อยากถ้ายาก เล่ม 2,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103002,B520103002-C03,ไม่อยากถ้ายาก เล่ม 2,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103002,B520103002-C04,ไม่อยากถ้ายาก เล่ม 2,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103002,B520103002-C05,ไม่อยากถ้ายาก เล่ม 2,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103003,B520103003-C01,ไม่อยากถ้ายาก เล่ม 3,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103003,B520103003-C02,ไม่อยากถ้ายาก เล่ม 3,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103003,B520103003-C03,ไม่อยากถ้ายาก เล่ม 3,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103003,B520103003-C04,ไม่อยากถ้ายาก เล่ม 3,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103003,B520103003-C05,ไม่อยากถ้ายาก เล่ม 3,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103004,B520103004-C01,ไม่อยากถ้ายาก เล่ม 4,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103004,B520103004-C02,ไม่อยากถ้ายาก เล่ม 4,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103004,B520103004-C03,ไม่อยากถ้ายาก เล่ม 4,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103004,B520103004-C04,ไม่อยากถ้ายาก เล่ม 4,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103004,B520103004-C05,ไม่อยากถ้ายาก เล่ม 4,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103005,B520103005-C01,ไม่อยากถ้ายาก เล่ม 5,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103005,B520103005-C02,ไม่อยากถ้ายาก เล่ม 5,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103005,B520103005-C03,ไม่อยากถ้ายาก เล่ม 5,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103005,B520103005-C04,ไม่อยากถ้ายาก เล่ม 5,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103005,B520103005-C05,ไม่อยากถ้ายาก เล่ม 5,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103006,B520103006-C01,ไม่อยากถ้ายาก เล่ม 6,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103006,B520103006-C02,ไม่อยากถ้ายาก เล่ม 6,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103006,B520103006-C03,ไม่อยากถ้ายาก เล่ม 6,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103006,B520103006-C04,ไม่อยากถ้ายาก เล่ม 6,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103006,B520103006-C05,ไม่อยากถ้ายาก เล่ม 6,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103007,B520103007-C01,ไม่อยากถ้ายาก เล่ม 7,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103007,B520103007-C02,ไม่อยากถ้ายาก เล่ม 7,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103007,B520103007-C03,ไม่อยากถ้ายาก เล่ม 7,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103007,B520103007-C04,ไม่อยากถ้ายาก เล่ม 7,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103007,B520103007-C05,ไม่อยากถ้ายาก เล่ม 7,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103008,B520103008-C01,ไม่อยากถ้ายาก เล่ม 8,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103008,B520103008-C02,ไม่อยากถ้ายาก เล่ม 8,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103008,B520103008-C03,ไม่อยากถ้ายาก เล่ม 8,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103008,B520103008-C04,ไม่อยากถ้ายาก เล่ม 8,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103008,B520103008-C05,ไม่อยากถ้ายาก เล่ม 8,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103009,B520103009-C01,ไม่อยากถ้ายาก เล่ม 9,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103009,B520103009-C02,ไม่อยากถ้ายาก เล่ม 9,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103009,B520103009-C03,ไม่อยากถ้ายาก เล่ม 9,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103009,B520103009-C04,ไม่อยากถ้ายาก เล่ม 9,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103009,B520103009-C05,ไม่อยากถ้ายาก เล่ม 9,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103010,B520103010-C01,ไม่อยากถ้ายาก เล่ม 10,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103010,B520103010-C02,ไม่อยากถ้ายาก เล่ม 10,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103010,B520103010-C03,ไม่อยากถ้ายาก เล่ม 10,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103010,B520103010-C04,ไม่อยากถ้ายาก เล่ม 10,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103010,B520103010-C05,ไม่อยากถ้ายาก เล่ม 10,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103011,B520103011-C01,ไม่อยากถ้ายาก เล่ม 11,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103011,B520103011-C02,ไม่อยากถ้ายาก เล่ม 11,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103011,B520103011-C03,ไม่อยากถ้ายาก เล่ม 11,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103011,B520103011-C04,ไม่อยากถ้ายาก เล่ม 11,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103011,B520103011-C05,ไม่อยากถ้ายาก เล่ม 11,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103012,B520103012-C01,ไม่อยากถ้ายาก เล่ม 12,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103012,B520103012-C02,ไม่อยากถ้ายาก เล่ม 12,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103012,B520103012-C03,ไม่อยากถ้ายาก เล่ม 12,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103012,B520103012-C04,ไม่อยากถ้ายาก เล่ม 12,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103012,B520103012-C05,ไม่อยากถ้ายาก เล่ม 12,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103013,B520103013-C01,ไม่อยากถ้ายาก เล่ม 13,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103013,B520103013-C02,ไม่อยากถ้ายาก เล่ม 13,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103013,B520103013-C03,ไม่อยากถ้ายาก เล่ม 13,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103013,B520103013-C04,ไม่อยากถ้ายาก เล่ม 13,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103013,B520103013-C05,ไม่อยากถ้ายาก เล่ม 13,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103014,B520103014-C01,ไม่อยากถ้ายาก เล่ม 14,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103014,B520103014-C02,ไม่อยากถ้ายาก เล่ม 14,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103014,B520103014-C03,ไม่อยากถ้ายาก เล่ม 14,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103014,B520103014-C04,ไม่อยากถ้ายาก เล่ม 14,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103014,B520103014-C05,ไม่อยากถ้ายาก เล่ม 14,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103015,B520103015-C01,ไม่อยากถ้ายาก เล่ม 15,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103015,B520103015-C02,ไม่อยากถ้ายาก เล่ม 15,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103015,B520103015-C03,ไม่อยากถ้ายาก เล่ม 15,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103015,B520103015-C04,ไม่อยากถ้ายาก เล่ม 15,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103015,B520103015-C05,ไม่อยากถ้ายาก เล่ม 15,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103016,B520103016-C01,ไม่อยากถ้ายาก เล่ม 16,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103016,B520103016-C02,ไม่อยากถ้ายาก เล่ม 16,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103016,B520103016-C03,ไม่อยากถ้ายาก เล่ม 16,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103016,B520103016-C04,ไม่อยากถ้ายาก เล่ม 16,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103016,B520103016-C05,ไม่อยากถ้ายาก เล่ม 16,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103017,B520103017-C01,ไม่อยากถ้ายาก เล่ม 17,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103017,B520103017-C02,ไม่อยากถ้ายาก เล่ม 17,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103017,B520103017-C03,ไม่อยากถ้ายาก เล่ม 17,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103017,B520103017-C04,ไม่อยากถ้ายาก เล่ม 17,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103017,B520103017-C05,ไม่อยากถ้ายาก เล่ม 17,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103018,B520103018-C01,ไม่อยากถ้ายาก เล่ม 18,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103018,B520103018-C02,ไม่อยากถ้ายาก เล่ม 18,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103018,B520103018-C03,ไม่อยากถ้ายาก เล่ม 18,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103018,B520103018-C04,ไม่อยากถ้ายาก เล่ม 18,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103018,B520103018-C05,ไม่อยากถ้ายาก เล่ม 18,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103019,B520103019-C01,ไม่อยากถ้ายาก เล่ม 19,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103019,B520103019-C02,ไม่อยากถ้ายาก เล่ม 19,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103019,B520103019-C03,ไม่อยากถ้ายาก เล่ม 19,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103019,B520103019-C04,ไม่อยากถ้ายาก เล่ม 19,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103019,B520103019-C05,ไม่อยากถ้ายาก เล่ม 19,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103020,B520103020-C01,ไม่อยากถ้ายาก เล่ม 20,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103020,B520103020-C02,ไม่อยากถ้ายาก เล่ม 20,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103020,B520103020-C03,ไม่อยากถ้ายาก เล่ม 20,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103020,B520103020-C04,ไม่อยากถ้ายาก เล่ม 20,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103020,B520103020-C05,ไม่อยากถ้ายาก เล่ม 20,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103021,B520103021-C01,ไม่อยากถ้ายาก เล่ม 21,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103021,B520103021-C02,ไม่อยากถ้ายาก เล่ม 21,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103021,B520103021-C03,ไม่อยากถ้ายาก เล่ม 21,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103021,B520103021-C04,ไม่อยากถ้ายาก เล่ม 21,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103021,B520103021-C05,ไม่อยากถ้ายาก เล่ม 21,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103022,B520103022-C01,ไม่อยากถ้ายาก เล่ม 22,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103022,B520103022-C02,ไม่อยากถ้ายาก เล่ม 22,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103022,B520103022-C03,ไม่อยากถ้ายาก เล่ม 22,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103022,B520103022-C04,ไม่อยากถ้ายาก เล่ม 22,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103022,B520103022-C05,ไม่อยากถ้ายาก เล่ม 22,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103023,B520103023-C01,ไม่อยากถ้ายาก เล่ม 23,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103023,B520103023-C02,ไม่อยากถ้ายาก เล่ม 23,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103023,B520103023-C03,ไม่อยากถ้ายาก เล่ม 23,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103023,B520103023-C04,ไม่อยากถ้ายาก เล่ม 23,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103023,B520103023-C05,ไม่อยากถ้ายาก เล่ม 23,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103024,B520103024-C01,ไม่อยากถ้ายาก เล่ม 24,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103024,B520103024-C02,ไม่อยากถ้ายาก เล่ม 24,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103024,B520103024-C03,ไม่อยากถ้ายาก เล่ม 24,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103024,B520103024-C04,ไม่อยากถ้ายาก เล่ม 24,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103024,B520103024-C05,ไม่อยากถ้ายาก เล่ม 24,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103025,B520103025-C01,ไม่อยากถ้ายาก เล่ม 25,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103025,B520103025-C02,ไม่อยากถ้ายาก เล่ม 25,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103025,B520103025-C03,ไม่อยากถ้ายาก เล่ม 25,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103025,B520103025-C04,ไม่อยากถ้ายาก เล่ม 25,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103025,B520103025-C05,ไม่อยากถ้ายาก เล่ม 25,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103026,B520103026-C01,ไม่อยากถ้ายาก เล่ม 26,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103026,B520103026-C02,ไม่อยากถ้ายาก เล่ม 26,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
